GENHLTH	EXERANY	HTF	HTI	SMOKE100	WEIGHT	WTDESIRE	AGE	SEX	HEIGHT_IN_INCHES	BMI
3	1.0	5	4	1	120	120.0	22	2	64	20.595703125
2		5	2	2	120		45	2	62	21.94588969823101
1		6	0	2	140		30	1	72	18.98533950617284
3		5	2	1	145		56	2	62	26.51795005202914
2		5	4	1	172		54	2	64	29.5205078125
3		5	4	1	120		32	2	64	20.595703125
1		5	5	2	130		26	2	65	21.630769230769232
3		6	1	2	180		42	1	73	23.74554325389379
1		5	7	2	126		48	2	67	19.732234350634883
3		5	2	2	155		66	2	62	28.346774193548388
1		5	1	1	140		50	2	61	26.449879064767536
2		5	9	2	155		28	2	69	22.886998529720646
2	1.0	5	9	1	175		24	1	69	25.84015963032976
2		5	9	1	190		26	1	69	28.0550304557866
3		4	11	2	185		44	2	59	37.36139040505602
2		5	8	1	170		42	2	68	25.84558823529412
1		6	3	2	200		46	1	75	24.995555555555555
3		5	4	2	220		39	2	64	37.7587890625
1		5	10	1	182		81	1	70	26.111428571428572
2		5	7	2	130		26	2	67	20.35865448875028
2		5	3	1	180		31	2	63	31.882086167800452
2		5	2	2	200		42	2	62	36.57648283038502
2		6	3	2	160		18	1	75	19.996444444444446
3		5	6	2	180		79	1	66	29.049586776859506
3		5	7	2	200		46	2	67	31.32100690576966
2		6	0	2	185		19	1	72	25.087770061728396
3		5	3	1	185		80	2	63	32.767699672461575
3		5	7	2	165		38	1	67	25.83983069725997
1		5	6	2	150		27	2	66	24.207988980716255
2		5	4	2	110		89	2	64	18.87939453125
3		5	11	2	180		56	1	71	25.102162269390995
1		5	9	1	175		21	1	69	25.84015963032976
3		5	7	2	165		49	1	67	25.83983069725997
2		5	11	1	220		38	1	71	30.68042055147788
1		5	11	2	180		52	1	71	25.102162269390995
3		5	6	2	135		33	2	66	21.787190082644628
1		5	4	2	140		32	2	64	24.0283203125
3		5	5	2	172		64	2	65	28.619171597633134
3		6	0	1	190		28	1	72	25.76581790123457
2		5	3	1	135		36	2	63	23.911564625850342
1		5	2	7	103		38	2	62	18.83688865764828
2	1.0	5	3	1	165	150.0	45	2	63	29.225245653817083
4		5	1	2	170		64	2	61	32.117710292932
1		5	7	2	145		36	2	67	22.707730006683004
1		5	3	2	135		47	2	63	23.911564625850342
1		5	11	2	195		28	1	71	27.19400912517358
2	1.0	5	10	1	155	160.0	39	1	70	22.237755102040815
3		5	5	1	150		22	1	65	24.958579881656807
2		5	6	1	120		34	2	66	19.366391184573004
1		6	2	2	206		20	1	74	26.445945945945947
3	2.0	5	0	2	150		44	2	60	29.291666666666664
3		5	4	2	230		22	2	64	39.47509765625
3	2.0	5	10	1	147		41	1	70	21.09
1		5	9	1	170		55	1	69	25.101869355177485
2		5	3	2	143		60	2	63	25.32854623330814
4	1.0	5	6	2	122		87	2	66	19.689164370982553
1		5	5	2	140		34	2	65	23.294674556213018
1		5	2	1	130		53	2	62	23.77471383975026
4		5	3	2	125		25	2	63	22.140337616528093
1		5	1	1	115		47	2	61	21.726686374630475
1		5	0	2	84		22	2	60	16.403333333333332
2		5	6	2	125		44	2	66	20.173324150596876
2	1.0	5	3	2	120		83	2	63	21.25472411186697
3		4	11	1	126		58	2	59	25.446136167767886
3		5	11	7	172		19	2	71	23.986510612973618
2		5	6	2	200		34	1	66	32.277318640955
2	1.0	5	3	1	149	130.0	70	2	63	26.391282438901488
2	1.0	5	8	2	140		26	2	68	21.284602076124568
4	1.0	5	7	2	140		78	1	67	21.924704834038764
3		5	9	1	175		23	1	69	25.84015963032976
2	1.0	5	7	2	165		38	1	67	25.83983069725997
2		4	10	2	110		37	2	58	22.987514863258028
3		5	6	2	200		42	2	66	32.277318640955
4		5	6	1	185		47	2	66	29.85651974288338
3		5	9	2	160		18	1	69	23.625288804872927
1		5	9	1	189		50	1	69	27.90737240075614
2		5	3	1	115		22	2	63	20.369110607205844
2		5	6	1	190		47	2	66	30.663452708907254
2		5	9	2	196		61	1	69	28.940978785969335
2		5	4	1	150		31	2	64	25.74462890625
1	1.0	5	6	1	238	150.0	64	2	66	38.41000918273645
4		5	6	2	150		61	2	66	24.207988980716255
5		5	6	2	150		84	2	66	24.207988980716255
1		5	8	1	160		26	2	68	24.325259515570938
2		6	0	1	175		64	1	72	23.731674382716047
1	1.0	5	5	1	130		51	1	65	21.630769230769232
1		5	9	2	170		29	1	69	25.101869355177485
2		6	0	2	230		46	1	72	31.190200617283953
1		5	11	1	135		41	1	71	18.826621702043244
2		5	2	1	135		32	2	62	24.689125910509887
3		5	11	1	228		52	1	71	31.796072207895257
2		5	11	2	200		56	1	71	27.891291410434434
2		5	4	2	129		87	2	64	22.140380859375
4		5	9	2	220		57	1	69	32.48477210670028
2		6	0	2	185		46	1	72	25.087770061728396
3		6	0	1	178		50	1	72	24.138503086419753
3	2.0	5	0	2	125		31	2	60	24.409722222222225
1		5	2	2	105		24	2	62	19.202653485952133
4		5	6	2	150		72	1	66	24.207988980716255
3		5	2	1	97		23	2	62	17.739594172736734
5		5	11	2	155		24	1	71	21.61575084308669
1		5	10	1	220		58	1	70	31.563265306122446
1		5	11	1	164		47	1	71	22.87085895655624
1		5	6	1	110		36	2	66	17.752525252525253
2	2.0	5	10	1	210		36	1	70	30.12857142857143
2		5	10	2	175		9	1	70	25.107142857142854
3		5	5	1	170		55	2	65	28.286390532544377
2		5	11	1	186		19	2	71	25.938901011704026
4	2.0	5	8	1	170		45	1	68	25.84558823529412
3		5	4	1	135		31	2	64	23.170166015625
5		5	10	1	180		57	1	70	25.82448979591837
2	1.0	5	2	1	104	104.0	58	2	62	19.019771071800207
3		5	9	1	140		35	2	69	20.67212770426381
1		5	10	2	180		40	1	70	25.82448979591837
4		5	2	2	123		67	2	62	22.494536940686785
2		5	0	1	130		37	2	60	25.38611111111111
2	1.0	5	9	2	140		24	1	69	20.67212770426381
2	1.0	5	7	1	125		32	2	67	19.575629316106035
2		5	3	2	110		46	2	63	19.48349710254472
3		5	11	2	160		50	1	71	22.313033128347552
2		6	0	2	175		26	1	72	23.731674382716047
1		6	1	1	190		33	1	73	25.064740101332333
3		5	8	2	150		42	2	68	22.80493079584775
1		6	1	2	245		38	1	73	32.320322762244324
3		5	6	2	135		21	2	66	21.787190082644628
5		5	4	1	160		92	2	64	27.4609375
3		5	7	1	210		61	2	67	32.88705725105814
3		6	1	2	215		33	1	73	28.36273221992869
3		6	2	1	200		42	1	74	25.675675675675674
2		5	11	2	210		51	1	71	29.28585598095616
2	1.0	5	9	1	132		20	2	69	19.490863264020163
2		5	11	1	170		56	1	71	23.70759769886927
2		7	77	2	138		88	2	161	3.7426796805678793
4	1.0	5	10	2	153		44	2	70	21.950816326530614
1		6	4	1	250		37	1	76	30.42763157894737
2		5	4	1	120		45	2	64	20.595703125
2		5	7	1	155		77	1	67	24.273780351971485
2		6	0	1	165		37	2	72	22.375578703703706
1		5	9	1	168		60	1	69	24.80655324511657
2		5	5	2	159		31	2	65	26.456094674556216
2		5	9	2	205		38	1	69	30.26990128124344
2		5	3	2	200		25	2	63	35.42454018644495
5		5	5	1	297		50	2	65	49.41798816568047
4	2.0	5	1	2	200		74	2	61	37.785541521096484
4		5	9	2	174		72	1	69	25.692501575299307
2		5	6	1	180		63	2	66	29.049586776859506
5		5	6	1	125		74	2	66	20.173324150596876
2		5	6	2	130		48	2	66	20.980257116620752
1		5	11	2	175		49	1	71	24.404879984130133
2		5	3	2	165		34	2	63	29.225245653817083
3		5	10	2	204		35	1	70	29.267755102040816
3		5	0	1	119		54	2	60	23.238055555555555
2		5	10	2	170		86	1	70	24.389795918367348
3		5	5	2	169		79	2	65	28.12
4		5	7	2	218		74	2	67	34.13989752728893
3	1.0	5	2	2	135		81	2	62	24.689125910509887
2		6	0	1	260		28	1	72	35.25848765432099
1		5	10	1	160		49	1	70	22.955102040816328
2	2.0	5	6	1	180		40	1	66	29.049586776859506
1		6	4	1	190		30	1	76	23.125
1		5	11	2	195		51	1	71	27.19400912517358
2		6	0	1	190		81	1	72	25.76581790123457
4		5	8	2	205		45	2	68	31.16673875432526
3		6	0	1	160		22	2	72	21.697530864197528
1		5	11	1	175		23	1	71	24.404879984130133
2		5	7	2	170		70	2	67	26.622855869904207
2		5	6	1	142		39	2	66	22.916896235078053
1		6	3	2	170		59	1	75	21.246222222222222
2		6	1	1	220		41	1	73	29.022330643647965
3		5	5	2	204		62	2	65	33.94366863905326
4		5	11	1	155		80	1	71	21.61575084308669
1		5	5	1	139		37	2	65	23.12828402366864
3		6	0	2	195		40	1	72	26.44386574074074
1		5	11	1	150		31	2	71	20.91846855782583
2		5	10	1	180		40	1	70	25.82448979591837
2		5	7	2	164		20	2	67	25.68322566273112
2	1.0	6	1	1	250		25	1	73	32.9799211859636
4	1.0	5	7	1	185		74	1	67	28.971931387836936
1		5	8	2	168		25	2	68	25.541522491349482
3		6	2	1	180		23	1	74	23.10810810810811
1		5	11	2	190		40	1	71	26.496726839912714
5		5	7	2	102		51	2	67	15.973713521942527
1		5	10	1	150		43	1	70	21.520408163265305
1		5	10	2	210		37	2	70	30.12857142857143
2		5	1	2	160		29	2	61	30.228433216877185
1		5	2	1	115		58	2	62	21.031477627471386
2		5	8	1	153		71	2	68	23.261029411764707
2		5	1	2	155		61	2	61	29.283794678849773
1		5	4	1	115		55	2	64	19.737548828125
3		5	5	2	197		26	2	65	32.7789349112426
2	1.0	5	3	2	140		44	2	63	24.797178130511462
1		5	4	1	140		58	2	64	24.0283203125
1		5	9	1	165		29	1	69	24.363579080025207
1		5	9	1	172		71	1	69	25.397185465238394
3		5	2	1	172		63	2	62	31.455775234131114
1		5	3	1	170		19	1	63	30.110859158478206
3		6	4	1	165		19	1	76	20.082236842105264
2		5	8	1	145		47	2	68	22.044766435986162
3		6	1	1	220		58	1	73	29.022330643647965
1		5	10	1	160		30	1	70	22.955102040816328
1		5	6	2	175		30	1	66	28.242653810835627
2		5	6	1	190		39	2	66	30.663452708907254
1		5	6	2	145		32	2	66	23.401056014692376
2	1.0	5	4	2	125	125.0	55	2	64	21.453857421875
1		5	7	1	130		38	2	67	20.35865448875028
3		5	3	1	179		65	2	63	31.70496346686823
3		5	6	1	180		58	2	66	29.049586776859506
3		5	3	2	140		25	2	63	24.797178130511462
2		6	0	2	175		31	1	72	23.731674382716047
3	2.0	6	2	1	270		45	1	74	34.66216216216216
5		5	5	1	155		61	2	65	25.790532544378696
3		5	3	1	125		66	2	63	22.140337616528093
1		5	8	1	164		34	1	68	24.93339100346021
1		5	11	2	225		30	1	71	31.37770283673874
1		6	1	2	230		47	1	73	30.34152749108651
3		5	8	1	229		67	1	68	34.8155276816609
2		6	1	2	190		61	1	73	25.064740101332333
3	1.0	5	0	2	122		57	2	60	23.82388888888889
2		5	9	2	190		29	1	69	28.0550304557866
3		5	7	2	250		23	2	67	39.15125863221207
3		5	3	2	127		74	2	63	22.49458301839254
3		5	9	2	125		22	2	69	18.457256878806973
2		5	5	2	130		36	2	65	21.630769230769232
2		5	3	2	120		25	2	63	21.25472411186697
1	1.0	5	5	2	125		26	2	65	20.798816568047336
2		5	8	2	198		32	1	68	30.102508650519027
4		5	6	2	170		48	2	66	27.435720844811755
5	2.0	5	5	2	215		42	2	65	35.77396449704142
2		5	5	1	133		43	2	65	22.129940828402365
3		6	2	1	230		40	1	74	29.527027027027028
1		6	0	2	195		61	1	72	26.44386574074074
3	1.0	5	7	2	160		38	2	67	25.05680552461573
3		5	7	2	200		46	2	67	31.32100690576966
4		5	7	1	200		38	2	67	31.32100690576966
1		5	3	1	145		71	2	63	25.68279163517259
1	1.0	5	9	2	135		36	2	69	19.93383742911153
3		5	4	2	95		94	2	64	16.304931640625
1		5	4	2	160		70	2	64	27.4609375
2		5	4	2	135		35	2	64	23.170166015625
1		5	7	2	150		37	1	67	23.49075517932724
3	1.0	7	77	2	140		21	1	161	3.796921415068863
2		5	10	1	200		57	1	70	28.693877551020407
3	2.0	5	11	1	220		42	1	71	30.68042055147788
3		5	6	2	125		48	2	66	20.173324150596876
5		5	6	2	280		57	2	66	45.188246097337014
2		5	6	1	127		56	2	66	20.496097337006425
3		5	0	1	150		59	2	60	29.291666666666664
5		5	2	1	175		52	2	62	32.00442247658689
1		5	10	1	184		45	1	70	26.398367346938777
1		6	0	2	155		29	1	72	21.019483024691358
1		6	0	2	210		52	1	72	28.47800925925926
3		5	1	2	163		85	2	61	30.79521633969363
3		5	11	1	175		19	1	71	24.404879984130133
2		5	11	1	207		35	1	71	28.867486609799645
3		5	1	2	250		60	2	61	47.2319269013706
3		5	4	2	140		44	2	64	24.0283203125
2	1.0	6	2	2	185		42	1	74	23.75
1		5	3	2	125		46	2	63	22.140337616528093
2		5	11	1	170		56	1	71	23.70759769886927
2		5	0	1	132		41	2	60	25.776666666666667
1		5	6	1	140		42	1	66	22.594123048668507
2		5	3	2	190		33	2	63	33.653313177122705
3		5	11	2	195		51	1	71	27.19400912517358
1		5	4	1	145		63	2	64	24.886474609375
1		5	6	2	145		35	2	66	23.401056014692376
2		5	7	2	150		33	2	67	23.49075517932724
3	2.0	5	4	1	187	170.0	52	1	64	32.094970703125
2	1.0	5	4	1	130		71	2	64	22.31201171875
5		6	0	1	180		85	1	72	24.409722222222225
5		5	3	1	117		85	2	63	20.723356009070294
3		5	10	2	200		60	1	70	28.693877551020407
2		5	3	2	109		19	2	63	19.306374401612498
2		6	1	2	200		71	1	73	26.383936948770877
4		5	6	2	140		39	2	66	22.594123048668507
3		6	1	2	200		57	1	73	26.383936948770877
5	2.0	5	7	1	136		42	2	67	21.298284695923368
1		5	4	2	108		28	2	64	18.5361328125
3		5	4	2	122		52	2	64	20.93896484375
3	1.0	6	1	2	240	222.0	43	1	73	31.66072433852505
2	2.0	4	10	1	94		18	2	58	19.643876337693225
3		5	4	1	168		72	2	64	28.833984375
2		5	5	1	190		32	2	65	31.614201183431952
3		5	5	1	110		26	2	65	18.302958579881658
2		5	2	2	115		67	2	62	21.031477627471386
2	2.0	5	2	2	125		24	2	62	22.86030176899063
3		5	11	1	175		64	1	71	24.404879984130133
1		5	2	2	141		26	1	62	25.786420395421434
3	1.0	5	8	1	120		40	2	68	18.2439446366782
2		5	4	1	150		56	2	64	25.74462890625
3		6	0	2	160		28	1	72	21.697530864197528
2		5	1	2	100		67	2	61	18.892770760548242
2		5	4	2	200		55	2	64	34.326171875
3		5	6	2	136		31	1	66	21.948576675849402
1	1.0	5	11	2	182		28	1	71	25.381075183495337
2	1.0	5	7	2	140		62	1	67	21.924704834038764
5		5	1	1	170		65	2	61	32.117710292932
1		5	6	1	159		37	1	66	25.66046831955923
4	2.0	5	3	1	135		56	2	63	23.911564625850342
2		5	5	2	152		31	2	65	25.291360946745563
1		5	8	2	260		47	1	68	39.52854671280277
1		5	3	1	150		41	2	63	26.56840513983371
4		5	7	1	190		77	2	67	29.754956560481176
4		6	2	1	225		67	1	74	28.885135135135133
2	2.0	6	0	1	160		49	1	72	21.697530864197528
3		5	1	1	105		81	2	61	19.83740929857565
1		5	5	1	205		48	2	65	34.110059171597634
4		5	9	1	152		71	1	69	22.44402436462928
5	2.0	6	3	2	305	270.0	35	1	75	38.11822222222222
1		5	7	2	135		38	2	67	21.14167966139452
2		6	1	1	190		62	1	73	25.064740101332333
2		5	11	2	215		33	1	71	29.983138266217022
2		5	10	2	155		41	1	70	22.237755102040815
1		5	11	2	200		64	1	71	27.891291410434434
1		5	1	2	142		46	2	61	26.827734479978503
5		5	9	2	150		64	1	69	22.148708254568366
1	1.0	6	7	2	220		40	1	79	24.781285050472682
4		5	8	1	283		46	1	68	43.02530276816609
3		5	1	1	160		43	2	61	30.228433216877185
1		5	7	1	140		27	2	67	21.924704834038764
4	2.0	5	2	1	125		60	2	62	22.86030176899063
1		5	9	2	170		52	1	69	25.101869355177485
1		5	8	2	125		28	2	68	19.00410899653979
2		5	5	1	150		39	2	65	24.958579881656807
3		5	2	2	200		65	2	62	36.57648283038502
1		6	1	2	220		34	1	73	29.022330643647965
3		5	4	1	135		80	2	64	23.170166015625
4		5	11	2	170		81	1	71	23.70759769886927
2		5	6	1	140		53	1	66	22.594123048668507
3		5	9	1	190		60	1	69	28.0550304557866
1		5	6	1	140		45	2	66	22.594123048668507
3		5	3	1	111		84	2	63	19.660619803476948
3	1.0	5	3	2	105		68	2	63	18.597883597883598
3	2.0	5	8	2	142		41	1	68	21.588667820069205
2		5	2	2	102		31	2	62	18.654006243496358
1		5	0	2	140		18	2	60	27.33888888888889
3		5	3	1	115		53	2	63	20.369110607205844
3		5	5	1	115		20	2	65	19.13491124260355
3		5	9	2	170		32	1	69	25.101869355177485
1	1.0	6	0	2	200		49	1	72	27.12191358024691
2	1.0	5	9	1	170		39	1	69	25.101869355177485
3		6	3	2	220		33	1	75	27.49511111111111
1		5	2	2	185		36	2	62	33.83324661810614
2		5	10	1	195		38	1	70	27.976530612244897
2		5	11	2	200		25	1	71	27.891291410434434
5		6	3	2	135		22	1	75	16.872
2		5	5	2	190		37	2	65	31.614201183431952
1		5	8	2	150		50	2	68	22.80493079584775
3		5	3	2	165		25	2	63	29.225245653817083
2		5	2	2	105		36	2	62	19.202653485952133
1	2.0	5	11	1	150		48	1	71	20.91846855782583
4		5	6	2	187		52	2	66	30.179292929292927
2		5	3	1	125		57	2	63	22.140337616528093
1	1.0	5	3	1	112	105.0	40	2	63	19.83774250440917
1	1.0	5	7	1	190	175.0	46	2	67	29.754956560481176
1		5	11	1	185		57	1	71	25.799444554651853
2		5	6	1	145		34	2	66	23.401056014692376
2		5	6	2	170		46	2	66	27.435720844811755
3		5	6	1	145		63	2	66	23.401056014692376
4		5	6	1	155		50	1	66	25.01492194674013
1	1.0	5	10	2	150		43	1	70	21.520408163265305
2		5	6	1	177		30	1	66	28.56542699724518
2		5	7	2	130		39	2	67	20.35865448875028
2		5	10	2	221		43	1	70	31.70673469387755
5	1.0	5	4	1	130		67	2	64	22.31201171875
3		5	7	2	185		33	1	67	28.971931387836936
3		6	1	2	200		23	1	73	26.383936948770877
3		5	4	2	150		40	2	64	25.74462890625
3		5	10	1	200		53	1	70	28.693877551020407
2		5	8	1	180		51	2	68	27.3659169550173
3		6	2	1	205		24	1	74	26.31756756756757
1	2.0	5	10	1	130		23	2	70	18.651020408163266
4		5	5	2	150		79	1	65	24.958579881656807
2		5	3	1	134		43	2	63	23.734441924918112
2	1.0	5	2	1	150	130.0	31	2	62	27.43236212278876
2		6	0	2	150		18	1	72	20.341435185185187
4		6	0	1	260		70	1	72	35.25848765432099
3		5	10	1	180		70	1	70	25.82448979591837
3		5	0	2	132		84	2	60	25.776666666666667
1		5	8	2	155		18	1	68	23.565095155709344
1		5	5	1	133		43	2	65	22.129940828402365
3		5	11	2	200		42	1	71	27.891291410434434
2		5	4	1	143		58	2	64	24.543212890625
3		4	11	2	140		77	2	59	28.273484630853204
3		5	11	1	177		54	1	71	24.683792898234476
3	1.0	5	7	1	183		40	1	67	28.658721318779236
5		6	0	2	80		73	1	72	10.848765432098764
2		5	6	1	150		30	1	66	24.207988980716255
3		6	1	1	210		40	1	73	27.70313379620942
3		5	2	2	165		34	2	62	30.17559833506764
5		4	10	2	180		48	2	58	37.61593341260404
3		6	0	1	140		46	2	72	18.98533950617284
3		5	6	1	150		31	1	66	24.207988980716255
1		5	7	2	165		28	1	67	25.83983069725997
3		5	7	2	285		51	2	67	44.632434840721764
4		5	1	1	125		32	2	61	23.6159634506853
3	1.0	5	8	1	190		43	1	68	28.886245674740483
1		6	4	2	220		41	1	76	26.77631578947368
1		5	4	2	140		37	2	64	24.0283203125
3		5	10	1	160		41	2	70	22.955102040816328
3		5	3	2	120		50	2	63	21.25472411186697
1		6	0	1	215		48	1	72	29.15605709876543
1	1.0	5	4	2	127		60	2	64	21.797119140625
1		5	4	2	128		31	2	64	21.96875
1		5	5	1	145		37	2	65	24.12662721893491
3		5	0	1	140		52	2	60	27.33888888888889
4		6	3	2	150		23	1	75	18.746666666666666
1		5	4	2	125		40	2	64	21.453857421875
1		5	8	2	144		30	1	68	21.892733564013838
1		5	1	2	120		25	2	61	22.671324912657887
2		5	3	2	112		21	2	63	19.83774250440917
1		5	3	2	125		36	2	63	22.140337616528093
1		5	10	1	157		53	1	70	22.524693877551023
2	2.0	5	4	1	160		56	2	64	27.4609375
2	1.0	6	0	2	200	195.0	43	1	72	27.12191358024691
3	2.0	6	0	1	220		49	1	72	29.834104938271604
2		5	10	2	168		58	1	70	24.102857142857143
3		5	2	1	175		72	2	62	32.00442247658689
3		5	3	2	150		77	2	63	26.56840513983371
3		5	4	1	118		44	2	64	20.25244140625
1		5	11	1	190		46	1	71	26.496726839912714
1		6	3	2	190		54	1	75	23.745777777777775
3		5	1	2	105		53	2	61	19.83740929857565
4		6	2	1	212		52	1	74	27.216216216216218
1		5	5	2	170		9	2	65	28.286390532544377
3	1.0	6	0	1	195	175.0	49	1	72	26.44386574074074
2		5	5	2	145		32	2	65	24.12662721893491
3		5	4	2	180		51	2	64	30.8935546875
3	1.0	5	3	2	160		52	2	63	28.339632149155957
1		6	0	1	180		34	1	72	24.409722222222225
4	1.0	5	11	1	160		47	1	71	22.313033128347552
1		5	2	1	143		47	2	62	26.152185223725287
3		6	1	1	200		41	1	73	26.383936948770877
2		5	2	1	280		52	2	62	51.20707596253902
4	2.0	5	7	1	225		48	1	67	35.23613276899087
1		5	11	2	230		33	1	71	32.0749851219996
2		5	3	2	175		62	2	63	30.99647266313933
2		5	8	2	125		26	2	68	19.00410899653979
2		5	3	2	185		42	2	63	32.767699672461575
3		5	6	2	250		47	2	66	40.34664830119375
3		5	8	1	230		56	1	68	34.96756055363322
2		5	11	1	230		48	1	71	32.0749851219996
3		5	9	1	185		40	1	69	27.31674018063432
2		5	9	2	250		50	1	69	36.914513757613946
3	2.0	5	2	2	170		50	2	62	31.09001040582726
3		5	6	1	170		46	2	66	27.435720844811755
2		5	5	2	175		49	2	65	29.118343195266274
2		6	4	1	186		36	1	76	22.63815789473684
4		5	7	1	130		33	1	67	20.35865448875028
1	1.0	6	3	2	220	215.0	45	1	75	27.49511111111111
1	1.0	6	0	2	145		18	1	72	19.663387345679013
2		5	9	2	145		57	1	69	21.41041797941609
2		5	9	1	160		54	1	69	23.625288804872927
1		6	2	1	165		39	1	74	21.18243243243243
2		5	5	2	163		40	1	65	27.12165680473373
4		5	7	1	192		72	1	67	30.068166629538872
3		6	0	1	210		45	1	72	28.47800925925926
3	2.0	5	3	2	180		40	2	63	31.882086167800452
2		6	0	1	215		49	1	72	29.15605709876543
2		5	3	1	126		31	2	63	22.317460317460316
3	2.0	5	6	2	170		37	2	66	27.435720844811755
2		5	2	1	114		41	2	62	20.84859521331946
2	1.0	5	2	1	165		65	2	62	30.17559833506764
3		5	5	2	147		27	2	65	24.45940828402367
4	2.0	5	6	2	110		72	2	66	17.752525252525253
3		5	2	2	140		88	2	62	25.60353798126951
2	1.0	5	10	2	175		28	1	70	25.107142857142854
1	1.0	5	6	2	205		62	2	66	33.08425160697888
2		5	10	2	185		36	1	70	26.541836734693877
3		5	7	1	148		51	2	67	23.177545110269545
1		5	1	2	132		29	2	61	24.938457403923675
1		5	7	2	115		29	1	67	18.009578970817554
2	2.0	5	6	1	145		41	2	66	23.401056014692376
4		6	0	1	200		53	1	72	27.12191358024691
2		5	4	2	132		46	2	64	22.6552734375
2		5	6	1	140		40	2	66	22.594123048668507
2		5	2	1	104		57	2	62	19.019771071800207
2		6	0	1	180		62	1	72	24.409722222222225
4	1.0	5	5	2	140		79	2	65	23.294674556213018
3		5	3	2	145		42	2	63	25.68279163517259
4		5	2	2	145		85	2	62	26.51795005202914
4		5	2	2	150		42	2	62	27.43236212278876
3		5	11	1	170		33	1	71	23.70759769886927
2		5	4	1	130		19	2	64	22.31201171875
2		5	6	2	150		53	2	66	24.207988980716255
1		5	7	2	150		31	2	67	23.49075517932724
1		5	4	2	149		27	2	64	25.572998046875
2		5	5	1	122		49	2	65	20.299644970414203
1		5	5	2	200		51	2	65	33.27810650887574
3		6	2	1	234		36	1	74	30.04054054054054
2		5	9	1	200		58	1	69	29.531611006091154
1		5	1	1	130		46	2	61	24.56060198871271
2		5	2	2	125		51	2	62	22.86030176899063
3		6	2	2	190		36	1	74	24.39189189189189
2	2.0	5	8	1	150		51	2	68	22.80493079584775
3		5	8	1	196		59	1	68	29.798442906574394
4		5	4	2	130		65	2	64	22.31201171875
5		6	0	1	190		42	1	72	25.76581790123457
3		5	5	2	225		74	2	65	37.43786982248521
4		5	10	1	180		69	1	70	25.82448979591837
2	1.0	5	6	2	155		57	2	66	25.01492194674013
1		5	3	1	134		32	2	63	23.734441924918112
2		6	0	2	145		19	1	72	19.663387345679013
2	1.0	5	6	2	220		39	2	66	35.505050505050505
2		5	11	1	190		44	1	71	26.496726839912714
3		4	11	2	165		77	2	59	33.32232117207699
1		6	3	1	200		37	1	75	24.995555555555555
1		5	4	2	140		36	2	64	24.0283203125
1	1.0	5	4	2	130		41	2	64	22.31201171875
2		6	0	2	200		36	1	72	27.12191358024691
4		5	3	2	139		76	2	63	24.62005542957924
4		4	9	1	123		78	2	57	26.614035087719298
4		5	5	2	180		80	1	65	29.950295857988166
3		5	8	1	145		84	1	68	22.044766435986162
3		5	4	1	175		68	2	64	30.035400390625
3		5	4	2	145		78	2	64	24.886474609375
1		5	4	2	123		44	2	64	21.110595703125
3		5	1	2	145		77	2	61	27.39451760279495
2		5	8	2	132		21	2	68	20.06833910034602
2		5	4	2	150		57	2	64	25.74462890625
5		5	4	1	125		44	2	64	21.453857421875
2	1.0	5	7	2	160		40	2	67	25.05680552461573
4		5	1	2	160		62	2	61	30.228433216877185
1		5	10	1	185		29	1	70	26.541836734693877
1		5	0	2	140		38	2	60	27.33888888888889
2	2.0	5	3	2	160		66	2	63	28.339632149155957
3	1.0	6	3	2	180		35	1	75	22.496000000000002
3		5	7	2	200		21	2	67	31.32100690576966
3		5	5	2	140		46	2	65	23.294674556213018
2	1.0	5	0	2	111	115.0	23	2	60	21.675833333333333
1		5	5	1	132		51	2	65	21.96355029585799
2		5	6	2	250		26	2	66	40.34664830119375
3	1.0	5	8	2	168		72	1	68	25.541522491349482
2		5	3	1	140		32	2	63	24.797178130511462
3		6	1	1	204		53	2	73	26.91161568774629
4		5	6	1	180		51	1	66	29.049586776859506
3		5	8	1	170		21	2	68	25.84558823529412
3	1.0	5	4	2	130		22	2	64	22.31201171875
2		5	11	1	170		60	1	71	23.70759769886927
1		5	9	1	160		37	1	69	23.625288804872927
5	2.0	5	1	1	130		50	2	61	24.56060198871271
3		5	7	2	162		53	2	67	25.370015593673426
3		5	8	1	180		34	1	68	27.3659169550173
1	1.0	5	6	2	150	145.0	65	2	66	24.207988980716255
1	2.0	5	1	1	140		65	2	61	26.449879064767536
5		5	7	2	180		81	2	67	28.188906215192695
4		5	7	2	185		58	2	67	28.971931387836936
5	2.0	6	0	1	260		60	1	72	35.25848765432099
5		5	4	1	161		63	1	64	27.632568359375
1		5	6	1	165		45	2	66	26.62878787878788
2	1.0	5	10	2	156		50	2	70	22.38122448979592
1		4	11	2	105		29	2	59	21.205113473139903
1		5	7	2	165		93	2	67	25.83983069725997
3		6	0	1	145		35	2	72	19.663387345679013
1		5	10	2	170		35	1	70	24.389795918367348
1		5	5	2	140		67	2	65	23.294674556213018
3		5	10	1	153		47	1	70	21.950816326530614
3		5	5	2	160		36	2	65	26.622485207100592
1	1.0	5	2	2	120		27	2	62	21.94588969823101
1		5	0	1	112		48	2	60	21.87111111111111
2		5	2	2	105		26	2	62	19.202653485952133
2		5	0	2	140		55	2	60	27.33888888888889
2		5	5	1	135		31	2	65	22.46272189349112
3		5	1	2	148		62	2	61	27.96130072561139
2		5	8	2	168		23	2	68	25.541522491349482
